Subject,Sequence,Position,BestFitModel,Source,ValueBin,StopResponse
27,10,1,Biased-prior,Participants,8,0
27,10,2,Biased-prior,Participants,4,0
27,10,3,Biased-prior,Participants,5,0
27,10,4,Biased-prior,Participants,3,0
27,10,5,Biased-prior,Participants,7,0
27,10,6,Biased-prior,Participants,7,0
27,10,7,Biased-prior,Participants,4,0
27,11,1,Biased-prior,Participants,8,0
27,11,2,Biased-prior,Participants,7,0
27,11,3,Biased-prior,Participants,3,0
27,11,4,Biased-prior,Participants,3,0
27,11,5,Biased-prior,Participants,1,0
27,11,6,Biased-prior,Participants,5,0
27,11,7,Biased-prior,Participants,1,0
27,12,1,Biased-prior,Participants,1,1
27,13,1,Biased-prior,Participants,4,0
27,13,2,Biased-prior,Participants,6,0
27,13,3,Biased-prior,Participants,5,0
27,13,4,Biased-prior,Participants,1,0
27,13,5,Biased-prior,Participants,3,0
27,13,6,Biased-prior,Participants,4,0
27,13,7,Biased-prior,Participants,7,1
27,14,1,Biased-prior,Participants,8,0
27,14,2,Biased-prior,Participants,3,0
27,14,3,Biased-prior,Participants,3,0
27,14,4,Biased-prior,Participants,2,0
27,14,5,Biased-prior,Participants,5,0
27,14,6,Biased-prior,Participants,4,0
27,14,7,Biased-prior,Participants,6,0
27,15,1,Biased-prior,Participants,6,0
27,15,2,Biased-prior,Participants,7,0
27,15,3,Biased-prior,Participants,2,0
27,15,4,Biased-prior,Participants,8,0
27,15,5,Biased-prior,Participants,7,0
27,15,6,Biased-prior,Participants,5,0
27,15,7,Biased-prior,Participants,8,0
27,16,1,Biased-prior,Participants,6,0
27,16,2,Biased-prior,Participants,3,0
27,16,3,Biased-prior,Participants,4,0
27,16,4,Biased-prior,Participants,5,0
27,16,5,Biased-prior,Participants,2,0
27,16,6,Biased-prior,Participants,4,0
27,16,7,Biased-prior,Participants,4,0
27,17,1,Biased-prior,Participants,3,0
27,17,2,Biased-prior,Participants,8,0
27,17,3,Biased-prior,Participants,1,0
27,17,4,Biased-prior,Participants,4,0
27,17,5,Biased-prior,Participants,4,0
27,17,6,Biased-prior,Participants,4,0
27,17,7,Biased-prior,Participants,7,0
27,18,1,Biased-prior,Participants,5,1
27,19,1,Biased-prior,Participants,8,0
27,19,2,Biased-prior,Participants,5,0
27,19,3,Biased-prior,Participants,6,0
27,19,4,Biased-prior,Participants,3,0
27,19,5,Biased-prior,Participants,8,0
27,19,6,Biased-prior,Participants,2,0
27,19,7,Biased-prior,Participants,6,0
27,20,1,Biased-prior,Participants,8,1
27,21,1,Biased-prior,Participants,4,0
27,21,2,Biased-prior,Participants,5,0
27,21,3,Biased-prior,Participants,3,0
27,21,4,Biased-prior,Participants,4,0
27,21,5,Biased-prior,Participants,3,0
27,21,6,Biased-prior,Participants,2,0
27,21,7,Biased-prior,Participants,2,0
27,22,1,Biased-prior,Participants,8,0
27,22,2,Biased-prior,Participants,2,0
27,22,3,Biased-prior,Participants,2,0
27,22,4,Biased-prior,Participants,1,0
27,22,5,Biased-prior,Participants,7,0
27,22,6,Biased-prior,Participants,7,0
27,22,7,Biased-prior,Participants,5,1
27,23,1,Biased-prior,Participants,6,0
27,23,2,Biased-prior,Participants,8,0
27,23,3,Biased-prior,Participants,7,0
27,23,4,Biased-prior,Participants,3,0
27,23,5,Biased-prior,Participants,7,0
27,23,6,Biased-prior,Participants,1,0
27,23,7,Biased-prior,Participants,2,0
27,24,1,Biased-prior,Participants,5,0
27,24,2,Biased-prior,Participants,2,0
27,24,3,Biased-prior,Participants,1,0
27,24,4,Biased-prior,Participants,1,0
27,24,5,Biased-prior,Participants,3,0
27,24,6,Biased-prior,Participants,6,0
27,24,7,Biased-prior,Participants,8,0
27,25,1,Biased-prior,Participants,3,0
27,25,2,Biased-prior,Participants,1,0
27,25,3,Biased-prior,Participants,7,0
27,25,4,Biased-prior,Participants,1,0
27,25,5,Biased-prior,Participants,8,0
27,25,6,Biased-prior,Participants,7,0
27,25,7,Biased-prior,Participants,3,0
27,26,1,Biased-prior,Participants,8,0
27,26,2,Biased-prior,Participants,5,0
27,26,3,Biased-prior,Participants,2,0
27,26,4,Biased-prior,Participants,7,0
27,26,5,Biased-prior,Participants,1,0
27,26,6,Biased-prior,Participants,7,0
27,26,7,Biased-prior,Participants,8,0
27,27,1,Biased-prior,Participants,8,0
27,27,2,Biased-prior,Participants,6,0
27,27,3,Biased-prior,Participants,7,0
27,27,4,Biased-prior,Participants,2,0
27,27,5,Biased-prior,Participants,7,0
27,27,6,Biased-prior,Participants,1,0
27,27,7,Biased-prior,Participants,7,0
27,28,1,Biased-prior,Participants,5,1
27,29,1,Biased-prior,Participants,6,0
27,29,2,Biased-prior,Participants,8,0
27,29,3,Biased-prior,Participants,2,0
27,29,4,Biased-prior,Participants,1,0
27,29,5,Biased-prior,Participants,2,0
27,29,6,Biased-prior,Participants,4,0
27,29,7,Biased-prior,Participants,1,0
27,30,1,Biased-prior,Participants,6,0
27,30,2,Biased-prior,Participants,5,0
27,30,3,Biased-prior,Participants,7,0
27,30,4,Biased-prior,Participants,4,0
27,30,5,Biased-prior,Participants,2,0
27,30,6,Biased-prior,Participants,6,0
27,30,7,Biased-prior,Participants,6,0
27,31,1,Biased-prior,Participants,2,0
27,31,2,Biased-prior,Participants,5,0
27,31,3,Biased-prior,Participants,6,0
27,31,4,Biased-prior,Participants,1,0
27,31,5,Biased-prior,Participants,2,1
27,32,1,Biased-prior,Participants,2,0
27,32,2,Biased-prior,Participants,7,0
27,32,3,Biased-prior,Participants,5,0
27,32,4,Biased-prior,Participants,6,0
27,32,5,Biased-prior,Participants,1,0
27,32,6,Biased-prior,Participants,6,0
27,32,7,Biased-prior,Participants,1,0
27,33,1,Biased-prior,Participants,1,0
27,33,2,Biased-prior,Participants,3,0
27,33,3,Biased-prior,Participants,7,0
27,33,4,Biased-prior,Participants,1,1
27,34,1,Biased-prior,Participants,3,0
27,34,2,Biased-prior,Participants,8,0
27,34,3,Biased-prior,Participants,7,0
27,34,4,Biased-prior,Participants,4,0
27,34,5,Biased-prior,Participants,8,1
27,35,1,Biased-prior,Participants,6,0
27,35,2,Biased-prior,Participants,8,0
27,35,3,Biased-prior,Participants,8,0
27,35,4,Biased-prior,Participants,7,0
27,35,5,Biased-prior,Participants,1,0
27,35,6,Biased-prior,Participants,5,0
27,35,7,Biased-prior,Participants,4,0
27,36,1,Biased-prior,Participants,4,0
27,36,2,Biased-prior,Participants,6,0
27,36,3,Biased-prior,Participants,4,0
27,36,4,Biased-prior,Participants,4,0
27,36,5,Biased-prior,Participants,3,0
27,36,6,Biased-prior,Participants,5,0
27,36,7,Biased-prior,Participants,5,0
27,37,1,Biased-prior,Participants,3,0
27,37,2,Biased-prior,Participants,6,0
27,37,3,Biased-prior,Participants,3,0
27,37,4,Biased-prior,Participants,5,0
27,37,5,Biased-prior,Participants,7,0
27,37,6,Biased-prior,Participants,1,0
27,37,7,Biased-prior,Participants,1,0
27,38,1,Biased-prior,Participants,2,0
27,38,2,Biased-prior,Participants,5,0
27,38,3,Biased-prior,Participants,4,0
27,38,4,Biased-prior,Participants,3,0
27,38,5,Biased-prior,Participants,6,0
27,38,6,Biased-prior,Participants,4,0
27,38,7,Biased-prior,Participants,1,0
27,39,1,Biased-prior,Participants,6,0
27,39,2,Biased-prior,Participants,1,0
27,39,3,Biased-prior,Participants,1,0
27,39,4,Biased-prior,Participants,6,0
27,39,5,Biased-prior,Participants,8,1
27,40,1,Biased-prior,Participants,4,1
28,1,1,Biased-prior,Participants,3,1
28,2,1,Biased-prior,Participants,7,0
28,2,2,Biased-prior,Participants,5,0
28,2,3,Biased-prior,Participants,4,0
28,2,4,Biased-prior,Participants,5,0
28,2,5,Biased-prior,Participants,3,0
28,2,6,Biased-prior,Participants,6,1
28,3,1,Biased-prior,Participants,5,1
28,4,1,Biased-prior,Participants,4,1
28,5,1,Biased-prior,Participants,7,1
28,6,1,Biased-prior,Participants,1,1
28,7,1,Biased-prior,Participants,7,1
28,8,1,Biased-prior,Participants,5,1
28,9,1,Biased-prior,Participants,6,1
28,10,1,Biased-prior,Participants,5,1
28,11,1,Biased-prior,Participants,2,1
28,12,1,Biased-prior,Participants,2,1
28,13,1,Biased-prior,Participants,5,1
28,14,1,Biased-prior,Participants,2,1
28,15,1,Biased-prior,Participants,7,1
28,16,1,Biased-prior,Participants,1,1
28,17,1,Biased-prior,Participants,8,1
28,18,1,Biased-prior,Participants,3,1
28,19,1,Biased-prior,Participants,1,1
28,20,1,Biased-prior,Participants,7,1
28,21,1,Biased-prior,Participants,4,1
28,22,1,Biased-prior,Participants,8,1
28,23,1,Biased-prior,Participants,5,1
28,24,1,Biased-prior,Participants,8,1
28,25,1,Biased-prior,Participants,3,1
28,26,1,Biased-prior,Participants,8,1
28,27,1,Biased-prior,Participants,1,1
28,28,1,Biased-prior,Participants,6,1
28,29,1,Biased-prior,Participants,4,1
28,30,1,Biased-prior,Participants,1,1
28,31,1,Biased-prior,Participants,6,1
28,32,1,Biased-prior,Participants,7,1
28,33,1,Biased-prior,Participants,7,1
28,34,1,Biased-prior,Participants,3,1
28,35,1,Biased-prior,Participants,7,1
28,36,1,Biased-prior,Participants,4,1
28,37,1,Biased-prior,Participants,5,1
28,38,1,Biased-prior,Participants,2,1
28,39,1,Biased-prior,Participants,4,1
28,40,1,Biased-prior,Participants,8,1
29,1,1,Biased-prior,Participants,1,0
29,1,2,Biased-prior,Participants,2,0
29,1,3,Biased-prior,Participants,5,0
29,1,4,Biased-prior,Participants,6,1
29,2,1,Biased-prior,Participants,6,0
29,2,2,Biased-prior,Participants,8,0
29,2,3,Biased-prior,Participants,2,0
29,2,4,Biased-prior,Participants,5,0
29,2,5,Biased-prior,Participants,8,1
29,3,1,Biased-prior,Participants,6,0
29,3,2,Biased-prior,Participants,4,0
29,3,3,Biased-prior,Participants,5,0
29,3,4,Biased-prior,Participants,5,0
29,3,5,Biased-prior,Participants,2,0
29,3,6,Biased-prior,Participants,8,0
29,3,7,Biased-prior,Participants,1,0
29,4,1,Biased-prior,Participants,3,0
29,4,2,Biased-prior,Participants,7,0
29,4,3,Biased-prior,Participants,7,1
29,5,1,Biased-prior,Participants,8,1
29,6,1,Biased-prior,Participants,8,0
29,6,2,Biased-prior,Participants,7,0
29,6,3,Biased-prior,Participants,8,0
29,6,4,Biased-prior,Participants,7,0
29,6,5,Biased-prior,Participants,1,0
29,6,6,Biased-prior,Participants,7,0
29,6,7,Biased-prior,Participants,8,1
29,7,1,Biased-prior,Participants,8,1
29,8,1,Biased-prior,Participants,3,0
29,8,2,Biased-prior,Participants,3,0
29,8,3,Biased-prior,Participants,4,0
29,8,4,Biased-prior,Participants,1,0
29,8,5,Biased-prior,Participants,4,0
29,8,6,Biased-prior,Participants,3,0
29,8,7,Biased-prior,Participants,3,0
29,9,1,Biased-prior,Participants,6,0
29,9,2,Biased-prior,Participants,1,0
29,9,3,Biased-prior,Participants,6,0
29,9,4,Biased-prior,Participants,4,0
29,9,5,Biased-prior,Participants,8,1
29,10,1,Biased-prior,Participants,1,0
29,10,2,Biased-prior,Participants,4,0
29,10,3,Biased-prior,Participants,2,0
29,10,4,Biased-prior,Participants,4,0
29,10,5,Biased-prior,Participants,1,0
29,10,6,Biased-prior,Participants,8,0
29,10,7,Biased-prior,Participants,3,0
29,11,1,Biased-prior,Participants,5,0
29,11,2,Biased-prior,Participants,8,1
29,12,1,Biased-prior,Participants,1,0
29,12,2,Biased-prior,Participants,1,0
29,12,3,Biased-prior,Participants,7,0
29,12,4,Biased-prior,Participants,5,0
29,12,5,Biased-prior,Participants,2,0
29,12,6,Biased-prior,Participants,6,0
29,12,7,Biased-prior,Participants,8,1
29,13,1,Biased-prior,Participants,7,0
29,13,2,Biased-prior,Participants,6,0
29,13,3,Biased-prior,Participants,2,0
29,13,4,Biased-prior,Participants,2,0
29,13,5,Biased-prior,Participants,6,0
29,13,6,Biased-prior,Participants,4,0
29,13,7,Biased-prior,Participants,1,0
29,14,1,Biased-prior,Participants,8,1
29,15,1,Biased-prior,Participants,7,0
29,15,2,Biased-prior,Participants,6,0
29,15,3,Biased-prior,Participants,7,0
29,15,4,Biased-prior,Participants,3,0
29,15,5,Biased-prior,Participants,5,0
29,15,6,Biased-prior,Participants,2,0
29,15,7,Biased-prior,Participants,7,0
29,16,1,Biased-prior,Participants,7,0
29,16,2,Biased-prior,Participants,2,0
29,16,3,Biased-prior,Participants,8,1
29,17,1,Biased-prior,Participants,7,0
29,17,2,Biased-prior,Participants,1,0
29,17,3,Biased-prior,Participants,7,0
29,17,4,Biased-prior,Participants,1,0
29,17,5,Biased-prior,Participants,5,0
29,17,6,Biased-prior,Participants,1,0
29,17,7,Biased-prior,Participants,8,0
29,18,1,Biased-prior,Participants,3,0
29,18,2,Biased-prior,Participants,6,0
29,18,3,Biased-prior,Participants,4,0
29,18,4,Biased-prior,Participants,1,0
29,18,5,Biased-prior,Participants,8,0
29,18,6,Biased-prior,Participants,6,0
29,18,7,Biased-prior,Participants,5,0
29,19,1,Biased-prior,Participants,5,0
29,19,2,Biased-prior,Participants,6,0
29,19,3,Biased-prior,Participants,7,0
29,19,4,Biased-prior,Participants,2,0
29,19,5,Biased-prior,Participants,5,0
29,19,6,Biased-prior,Participants,3,0
29,19,7,Biased-prior,Participants,8,1
29,20,1,Biased-prior,Participants,1,0
29,20,2,Biased-prior,Participants,4,0
29,20,3,Biased-prior,Participants,3,0
29,20,4,Biased-prior,Participants,7,0
29,20,5,Biased-prior,Participants,7,0
29,20,6,Biased-prior,Participants,8,0
29,20,7,Biased-prior,Participants,6,0
29,21,1,Biased-prior,Participants,2,0
29,21,2,Biased-prior,Participants,5,0
29,21,3,Biased-prior,Participants,2,0
29,21,4,Biased-prior,Participants,8,1
29,22,1,Biased-prior,Participants,3,0
29,22,2,Biased-prior,Participants,4,0
29,22,3,Biased-prior,Participants,3,0
29,22,4,Biased-prior,Participants,6,0
29,22,5,Biased-prior,Participants,1,0
29,22,6,Biased-prior,Participants,1,0
29,22,7,Biased-prior,Participants,7,0
29,23,1,Biased-prior,Participants,6,0
29,23,2,Biased-prior,Participants,8,1
29,24,1,Biased-prior,Participants,5,0
29,24,2,Biased-prior,Participants,4,0
29,24,3,Biased-prior,Participants,4,1
29,25,1,Biased-prior,Participants,6,0
29,25,2,Biased-prior,Participants,7,0
29,25,3,Biased-prior,Participants,2,0
29,25,4,Biased-prior,Participants,4,0
29,25,5,Biased-prior,Participants,1,0
29,25,6,Biased-prior,Participants,7,0
29,25,7,Biased-prior,Participants,4,0
29,26,1,Biased-prior,Participants,1,0
29,26,2,Biased-prior,Participants,6,0
29,26,3,Biased-prior,Participants,3,0
29,26,4,Biased-prior,Participants,2,0
29,26,5,Biased-prior,Participants,6,0
29,26,6,Biased-prior,Participants,2,0
29,26,7,Biased-prior,Participants,4,0
29,27,1,Biased-prior,Participants,3,0
29,27,2,Biased-prior,Participants,1,0
29,27,3,Biased-prior,Participants,4,0
29,27,4,Biased-prior,Participants,1,0
29,27,5,Biased-prior,Participants,8,0
29,27,6,Biased-prior,Participants,7,0
29,27,7,Biased-prior,Participants,2,0
29,28,1,Biased-prior,Participants,1,0
29,28,2,Biased-prior,Participants,6,0
29,28,3,Biased-prior,Participants,2,0
29,28,4,Biased-prior,Participants,8,1
29,29,1,Biased-prior,Participants,6,0
29,29,2,Biased-prior,Participants,4,0
29,29,3,Biased-prior,Participants,8,1
29,30,1,Biased-prior,Participants,5,0
29,30,2,Biased-prior,Participants,1,0
29,30,3,Biased-prior,Participants,3,0
29,30,4,Biased-prior,Participants,3,0
29,30,5,Biased-prior,Participants,7,0
29,30,6,Biased-prior,Participants,5,0
29,30,7,Biased-prior,Participants,7,0
29,31,1,Biased-prior,Participants,5,0
29,31,2,Biased-prior,Participants,3,0
29,31,3,Biased-prior,Participants,7,0
29,31,4,Biased-prior,Participants,4,0
29,31,5,Biased-prior,Participants,6,0
29,31,6,Biased-prior,Participants,2,0
29,31,7,Biased-prior,Participants,7,0
29,32,1,Biased-prior,Participants,8,0
29,32,2,Biased-prior,Participants,5,0
29,32,3,Biased-prior,Participants,4,0
29,32,4,Biased-prior,Participants,4,0
29,32,5,Biased-prior,Participants,1,0
29,32,6,Biased-prior,Participants,2,0
29,32,7,Biased-prior,Participants,5,0
29,33,1,Biased-prior,Participants,8,1
29,34,1,Biased-prior,Participants,6,0
29,34,2,Biased-prior,Participants,8,0
29,34,3,Biased-prior,Participants,5,0
29,34,4,Biased-prior,Participants,2,0
29,34,5,Biased-prior,Participants,7,0
29,34,6,Biased-prior,Participants,1,1
29,35,1,Biased-prior,Participants,6,0
29,35,2,Biased-prior,Participants,3,0
29,35,3,Biased-prior,Participants,5,0
29,35,4,Biased-prior,Participants,3,0
29,35,5,Biased-prior,Participants,2,0
29,35,6,Biased-prior,Participants,3,0
29,35,7,Biased-prior,Participants,4,0
29,36,1,Biased-prior,Participants,5,0
29,36,2,Biased-prior,Participants,3,0
29,36,3,Biased-prior,Participants,2,0
29,36,4,Biased-prior,Participants,4,0
29,36,5,Biased-prior,Participants,3,0
29,36,6,Biased-prior,Participants,1,0
29,36,7,Biased-prior,Participants,3,0
29,37,1,Biased-prior,Participants,8,0
29,37,2,Biased-prior,Participants,3,0
29,37,3,Biased-prior,Participants,8,1
29,38,1,Biased-prior,Participants,3,0
29,38,2,Biased-prior,Participants,2,0
29,38,3,Biased-prior,Participants,4,0
29,38,4,Biased-prior,Participants,1,0
29,38,5,Biased-prior,Participants,4,0
29,38,6,Biased-prior,Participants,5,0
29,38,7,Biased-prior,Participants,1,0
29,39,1,Biased-prior,Participants,3,0
29,39,2,Biased-prior,Participants,4,0
29,39,3,Biased-prior,Participants,4,0
29,39,4,Biased-prior,Participants,2,0
29,39,5,Biased-prior,Participants,1,0
29,39,6,Biased-prior,Participants,4,0
29,39,7,Biased-prior,Participants,6,0
29,40,1,Biased-prior,Participants,5,0
29,40,2,Biased-prior,Participants,1,0
29,40,3,Biased-prior,Participants,4,0
29,40,4,Biased-prior,Participants,8,0
29,40,5,Biased-prior,Participants,6,0
29,40,6,Biased-prior,Participants,8,0
29,40,7,Biased-prior,Participants,3,0
30,1,1,Cost-to-sample,Participants,1,0
30,1,2,Cost-to-sample,Participants,6,0
30,1,3,Cost-to-sample,Participants,2,0
30,1,4,Cost-to-sample,Participants,6,1
30,2,1,Cost-to-sample,Participants,3,0
30,2,2,Cost-to-sample,Participants,1,0
30,2,3,Cost-to-sample,Participants,6,0
30,2,4,Cost-to-sample,Participants,4,0
30,2,5,Cost-to-sample,Participants,7,0
30,2,6,Cost-to-sample,Participants,7,1
30,3,1,Cost-to-sample,Participants,5,0
30,3,2,Cost-to-sample,Participants,1,0
30,3,3,Cost-to-sample,Participants,2,0
30,3,4,Cost-to-sample,Participants,2,0
30,3,5,Cost-to-sample,Participants,1,0
30,3,6,Cost-to-sample,Participants,3,1
30,4,1,Cost-to-sample,Participants,8,0
30,4,2,Cost-to-sample,Participants,2,0
30,4,3,Cost-to-sample,Participants,2,0
30,4,4,Cost-to-sample,Participants,8,1
30,5,1,Cost-to-sample,Participants,1,0
30,5,2,Cost-to-sample,Participants,8,0
30,5,3,Cost-to-sample,Participants,5,0
30,5,4,Cost-to-sample,Participants,6,0
30,5,5,Cost-to-sample,Participants,3,1
30,6,1,Cost-to-sample,Participants,8,1
30,7,1,Cost-to-sample,Participants,3,0
30,7,2,Cost-to-sample,Participants,5,0
30,7,3,Cost-to-sample,Participants,4,0
30,7,4,Cost-to-sample,Participants,5,1
30,8,1,Cost-to-sample,Participants,8,0
30,8,2,Cost-to-sample,Participants,1,0
30,8,3,Cost-to-sample,Participants,2,0
30,8,4,Cost-to-sample,Participants,6,0
30,8,5,Cost-to-sample,Participants,4,0
30,8,6,Cost-to-sample,Participants,2,0
30,8,7,Cost-to-sample,Participants,2,1
30,9,1,Cost-to-sample,Participants,3,0
30,9,2,Cost-to-sample,Participants,7,0
30,9,3,Cost-to-sample,Participants,5,0
30,9,4,Cost-to-sample,Participants,5,0
30,9,5,Cost-to-sample,Participants,2,0
30,9,6,Cost-to-sample,Participants,2,1
30,10,1,Cost-to-sample,Participants,1,0
30,10,2,Cost-to-sample,Participants,3,0
30,10,3,Cost-to-sample,Participants,7,1
30,11,1,Cost-to-sample,Participants,8,1
30,12,1,Cost-to-sample,Participants,7,0
30,12,2,Cost-to-sample,Participants,8,1
30,13,1,Cost-to-sample,Participants,1,0
30,13,2,Cost-to-sample,Participants,1,0
30,13,3,Cost-to-sample,Participants,6,0
30,13,4,Cost-to-sample,Participants,7,0
30,13,5,Cost-to-sample,Participants,5,0
30,13,6,Cost-to-sample,Participants,7,1
30,14,1,Cost-to-sample,Participants,3,0
30,14,2,Cost-to-sample,Participants,6,0
30,14,3,Cost-to-sample,Participants,7,0
30,14,4,Cost-to-sample,Participants,8,0
30,14,5,Cost-to-sample,Participants,2,0
30,14,6,Cost-to-sample,Participants,3,0
30,14,7,Cost-to-sample,Participants,4,1
30,15,1,Cost-to-sample,Participants,4,0
30,15,2,Cost-to-sample,Participants,4,0
30,15,3,Cost-to-sample,Participants,4,0
30,15,4,Cost-to-sample,Participants,4,0
30,15,5,Cost-to-sample,Participants,3,0
30,15,6,Cost-to-sample,Participants,1,0
30,15,7,Cost-to-sample,Participants,7,1
30,16,1,Cost-to-sample,Participants,3,1
30,17,1,Cost-to-sample,Participants,5,0
30,17,2,Cost-to-sample,Participants,4,0
30,17,3,Cost-to-sample,Participants,7,1
30,18,1,Cost-to-sample,Participants,4,0
30,18,2,Cost-to-sample,Participants,7,0
30,18,3,Cost-to-sample,Participants,8,1
30,19,1,Cost-to-sample,Participants,8,0
30,19,2,Cost-to-sample,Participants,3,0
30,19,3,Cost-to-sample,Participants,4,0
30,19,4,Cost-to-sample,Participants,5,1
30,20,1,Cost-to-sample,Participants,8,0
30,20,2,Cost-to-sample,Participants,6,0
30,20,3,Cost-to-sample,Participants,6,0
30,20,4,Cost-to-sample,Participants,1,0
30,20,5,Cost-to-sample,Participants,3,0
30,20,6,Cost-to-sample,Participants,1,0
30,20,7,Cost-to-sample,Participants,2,0
30,21,1,Cost-to-sample,Participants,4,0
30,21,2,Cost-to-sample,Participants,8,0
30,21,3,Cost-to-sample,Participants,4,0
30,21,4,Cost-to-sample,Participants,5,0
30,21,5,Cost-to-sample,Participants,2,0
30,21,6,Cost-to-sample,Participants,8,0
30,21,7,Cost-to-sample,Participants,6,0
30,22,1,Cost-to-sample,Participants,5,0
30,22,2,Cost-to-sample,Participants,2,0
30,22,3,Cost-to-sample,Participants,3,0
30,22,4,Cost-to-sample,Participants,1,0
30,22,5,Cost-to-sample,Participants,8,0
30,22,6,Cost-to-sample,Participants,2,0
30,22,7,Cost-to-sample,Participants,2,1
30,23,1,Cost-to-sample,Participants,1,0
30,23,2,Cost-to-sample,Participants,2,0
30,23,3,Cost-to-sample,Participants,5,0
30,23,4,Cost-to-sample,Participants,5,0
30,23,5,Cost-to-sample,Participants,1,0
30,23,6,Cost-to-sample,Participants,1,0
30,23,7,Cost-to-sample,Participants,1,0
30,24,1,Cost-to-sample,Participants,7,0
30,24,2,Cost-to-sample,Participants,4,0
30,24,3,Cost-to-sample,Participants,6,0
30,24,4,Cost-to-sample,Participants,6,0
30,24,5,Cost-to-sample,Participants,1,0
30,24,6,Cost-to-sample,Participants,2,0
30,24,7,Cost-to-sample,Participants,7,1
30,25,1,Cost-to-sample,Participants,7,0
30,25,2,Cost-to-sample,Participants,4,0
30,25,3,Cost-to-sample,Participants,5,0
30,25,4,Cost-to-sample,Participants,3,0
30,25,5,Cost-to-sample,Participants,7,1
30,26,1,Cost-to-sample,Participants,7,0
30,26,2,Cost-to-sample,Participants,8,0
30,26,3,Cost-to-sample,Participants,5,0
30,26,4,Cost-to-sample,Participants,6,0
30,26,5,Cost-to-sample,Participants,1,0
30,26,6,Cost-to-sample,Participants,7,0
30,26,7,Cost-to-sample,Participants,8,1
30,27,1,Cost-to-sample,Participants,1,0
30,27,2,Cost-to-sample,Participants,3,0
30,27,3,Cost-to-sample,Participants,6,1
30,28,1,Cost-to-sample,Participants,2,0
30,28,2,Cost-to-sample,Participants,7,0
30,28,3,Cost-to-sample,Participants,8,0
30,28,4,Cost-to-sample,Participants,3,0
30,28,5,Cost-to-sample,Participants,2,0
30,28,6,Cost-to-sample,Participants,3,0
30,28,7,Cost-to-sample,Participants,1,0
30,29,1,Cost-to-sample,Participants,2,0
30,29,2,Cost-to-sample,Participants,4,0
30,29,3,Cost-to-sample,Participants,2,0
30,29,4,Cost-to-sample,Participants,2,0
30,29,5,Cost-to-sample,Participants,5,1
30,30,1,Cost-to-sample,Participants,6,0
30,30,2,Cost-to-sample,Participants,3,0
30,30,3,Cost-to-sample,Participants,1,0
30,30,4,Cost-to-sample,Participants,5,0
30,30,5,Cost-to-sample,Participants,5,1
30,31,1,Cost-to-sample,Participants,4,0
30,31,2,Cost-to-sample,Participants,2,0
30,31,3,Cost-to-sample,Participants,1,0
30,31,4,Cost-to-sample,Participants,3,1
30,32,1,Cost-to-sample,Participants,1,0
30,32,2,Cost-to-sample,Participants,6,0
30,32,3,Cost-to-sample,Participants,5,0
30,32,4,Cost-to-sample,Participants,2,0
30,32,5,Cost-to-sample,Participants,1,0
30,32,6,Cost-to-sample,Participants,3,1
30,33,1,Cost-to-sample,Participants,1,0
30,33,2,Cost-to-sample,Participants,3,0
30,33,3,Cost-to-sample,Participants,8,0
30,33,4,Cost-to-sample,Participants,2,0
30,33,5,Cost-to-sample,Participants,3,0
30,33,6,Cost-to-sample,Participants,8,1
30,34,1,Cost-to-sample,Participants,1,0
30,34,2,Cost-to-sample,Participants,8,0
30,34,3,Cost-to-sample,Participants,6,0
30,34,4,Cost-to-sample,Participants,5,0
30,34,5,Cost-to-sample,Participants,8,0
30,34,6,Cost-to-sample,Participants,2,0
30,34,7,Cost-to-sample,Participants,7,1
30,35,1,Cost-to-sample,Participants,3,0
30,35,2,Cost-to-sample,Participants,5,0
30,35,3,Cost-to-sample,Participants,5,0
30,35,4,Cost-to-sample,Participants,3,0
30,35,5,Cost-to-sample,Participants,6,0
30,35,6,Cost-to-sample,Participants,7,1
30,36,1,Cost-to-sample,Participants,7,0
30,36,2,Cost-to-sample,Participants,3,0
30,36,3,Cost-to-sample,Participants,3,0
30,36,4,Cost-to-sample,Participants,4,0
30,36,5,Cost-to-sample,Participants,5,0
30,36,6,Cost-to-sample,Participants,5,0
30,36,7,Cost-to-sample,Participants,6,1
30,37,1,Cost-to-sample,Participants,8,1
30,38,1,Cost-to-sample,Participants,8,0
30,38,2,Cost-to-sample,Participants,3,0
30,38,3,Cost-to-sample,Participants,2,0
30,38,4,Cost-to-sample,Participants,6,1
30,39,1,Cost-to-sample,Participants,3,0
30,39,2,Cost-to-sample,Participants,4,0
30,39,3,Cost-to-sample,Participants,8,0
30,39,4,Cost-to-sample,Participants,1,0
30,39,5,Cost-to-sample,Participants,3,0
30,39,6,Cost-to-sample,Participants,4,0
30,39,7,Cost-to-sample,Participants,2,0
30,40,1,Cost-to-sample,Participants,5,0
30,40,2,Cost-to-sample,Participants,3,0
30,40,3,Cost-to-sample,Participants,6,0
30,40,4,Cost-to-sample,Participants,4,0
30,40,5,Cost-to-sample,Participants,4,0
30,40,6,Cost-to-sample,Participants,6,1
32,1,1,Biased-prior,Participants,6,1
32,2,1,Biased-prior,Participants,8,1
32,3,1,Biased-prior,Participants,6,1
32,4,1,Biased-prior,Participants,1,1
32,5,1,Biased-prior,Participants,5,1
32,6,1,Biased-prior,Participants,8,1
32,7,1,Biased-prior,Participants,7,1
32,8,1,Biased-prior,Participants,8,1
32,9,1,Biased-prior,Participants,8,1
